wiki-ref,old_content,old_time,new_content,new_time
1224502302,"As part of the takeover, Armstrong-Holmes argued that the Trust should ""gift"" their shares in the club to Munto Finance. As this would not be a sale of shares, no money would need to be paid to the estate of Haydn Green.<ref name=king/> Asked whether paying Green's estate would not be the ""honourable thing"" to do, Armstrong-Holmes replied only that ""Haydn Green's position in the club's history is acknowledged and will be honoured by Munto"".<ref>{{cite news|url=https://www.theguardian.com/sport/david-conn-inside-sport-blog/2009/sep/02/notts-county-takeover |title=Notts County's revolution has one outstanding debt |publisher=The Guardian |access-date=9 May 2024 |date=2 September 2009 |archive-url=https://web.archive.org/web/20201025202718/https://www.theguardian.com/sport/david-conn-inside-sport-blog/2009/sep/02/notts-county-takeover |archive-date=25 October 2020 |url-status=live}}</ref> Trust members overwhelmingly backed the transfer of the shares, and Munto Finance consequently acquired the club for free.<ref>{{cite news|url=https://www.theguardian.com/football/2009/sep/25/notts-county-qadbak-takeover |title=Notts County trust 'should never have handed control to Qadbak' |publisher=The Guardian |access-date=17 December 2023 |date=25 September 2009 |first=David |last=Conn |archive-url=https://web.archive.org/web/20210507183628/https://www.theguardian.com/football/2009/sep/25/notts-county-qadbak-takeover |archive-date=7 May 2021 |url-status=live}}</ref> The identity of those who would be financing the club was shrouded in secrecy,<ref>{{cite news|url=https://www.theguardian.com/football/2009/jul/22/sven-goran-eriksson-notts-county2 |title=Sven-Goran Eriksson arrives at Notts County as doubts cloud club's owners |publisher=The Guardian |access-date=17 December 2023 |date=22 July 2009 |first=Owen |last=Gibson |archive-url=https://web.archive.org/web/20150629174224/https://www.theguardian.com/football/2009/jul/22/sven-goran-eriksson-notts-county2 |archive-date=29 June 2015 |url-status=live}}</ref> but ''The Guardian'' reporter and Notts County supporter Simon Goodley was quickly tipped off about the involvement of King, and journalists began to investigate the circumstances of the takeover.<ref name=ep1/>",2024-05-18T20:06:38Z,"As part of the takeover, Armstrong-Holmes argued that the Trust should ""gift"" their shares in the club to Munto Finance. As this would not be a sale of shares, no money would need to be paid to the estate of Haydn Green.<ref name=king/> Some supporters protested, questioning whether paying Green's estate would not be the ""honourable thing"" to do, but Armstrong-Holmes urged supporters to back the deal, saying that ""Haydn Green's position in the club's history is acknowledged and will be honoured by Munto"".<ref>{{cite news|url=https://www.theguardian.com/sport/david-conn-inside-sport-blog/2009/sep/02/notts-county-takeover |title=Notts County's revolution has one outstanding debt |publisher=The Guardian |access-date=9 May 2024 |date=2 September 2009 |archive-url=https://web.archive.org/web/20201025202718/https://www.theguardian.com/sport/david-conn-inside-sport-blog/2009/sep/02/notts-county-takeover |archive-date=25 October 2020 |url-status=live}}</ref> Trust members overwhelmingly backed the transfer of the shares, and Munto Finance consequently acquired the club for free.<ref>{{cite news|url=https://www.theguardian.com/football/2009/sep/25/notts-county-qadbak-takeover |title=Notts County trust 'should never have handed control to Qadbak' |publisher=The Guardian |access-date=17 December 2023 |date=25 September 2009 |first=David |last=Conn |archive-url=https://web.archive.org/web/20210507183628/https://www.theguardian.com/football/2009/sep/25/notts-county-qadbak-takeover |archive-date=7 May 2021 |url-status=live}}</ref> The identity of those who would be financing the club was shrouded in secrecy,<ref>{{cite news|url=https://www.theguardian.com/football/2009/jul/22/sven-goran-eriksson-notts-county2 |title=Sven-Goran Eriksson arrives at Notts County as doubts cloud club's owners |publisher=The Guardian |access-date=17 December 2023 |date=22 July 2009 |first=Owen |last=Gibson |archive-url=https://web.archive.org/web/20150629174224/https://www.theguardian.com/football/2009/jul/22/sven-goran-eriksson-notts-county2 |archive-date=29 June 2015 |url-status=live}}</ref> but ''The Guardian'' reporter and Notts County supporter Simon Goodley was quickly tipped off about the involvement of King, and journalists began to investigate the circumstances of the takeover.<ref name=ep1/>",2024-05-18T20:09:03Z
1124073874,"The details of the internal affairs of his reign are sparse. Beyond the length of his reign, all [[Michael Panaretos]] relates explicitly about George is the cryptic statement that he ""was treacherously betrayed by his officials on the mountain of Taurezion and taken captive in June [of 1280]"".<ref>Panretos, ''Chronicle'', 4; translated in A. Bryer, ""The Fate of George Komnenos, Ruler of Trebizond (1266–1280),"" ''[[Byzantinische Zeitschrift]]'' '''66''' (1973), p.&nbsp;333</ref> Although three different Armenian chronicles state he was killed by [[Abaqa Khan]] of the [[Ilkhan]], along with the [[atabeg]] of [[Lori Province|Lori]],<ref>Bryer, ""The Fate of George Komnenos"", pp.&nbsp;343-345</ref> he was very much alive in 1284 when he returned to Trebizond and attempted to recover his throne during the reign of his brother [[John II of Trebizond|John II]], when Panaretos states he was known as ""the Wanderer"".<ref>Panretos, ''Chronicle'', 5; translated in Bryer, ""The Fate of George Komnenos"", p.&nbsp;333</ref>",2022-11-27T05:33:48Z,"The details of the internal affairs of his reign are sparse. Beyond the length of his reign, all [[Michael Panaretos]] relates explicitly about George is the cryptic statement that he ""was treacherously betrayed by his officials on the mountain of Taurezion and taken captive in June [of 1280]"".<ref>Panretos, ''Chronicle'', 5; translated in Scott Kennedy, ''Two works on Trebizond'' (Cambridge: Dumbarton Oaks Medieval Library, 2019), p.&nbsp;5</ref> Although three different Armenian chronicles state he was killed by [[Abaqa Khan]] of the [[Ilkhan]], along with the [[atabeg]] of [[Lori Province|Lori]],<ref>A. Bryer, ""The Fate of George Komnenos, Ruler of Trebizond (1266–1280),"" ''[[Byzantinische Zeitschrift]]'' '''66''' (1973), pp.&nbsp;343-345</ref> he was very much alive in 1284 when he returned to Trebizond and attempted to recover his throne during the reign of his brother [[John II of Trebizond|John II]], when Panaretos states he was known as ""the Vagabond"".<ref>Panretos, ''Chronicle'', 8; translated in Kennedy, ''Two Works'', p.&nbsp;7</ref>",2022-11-27T05:44:09Z
1215963832,"*''Rebel Moon'' was originally pitched as a singular film, which concerned [[Netflix|Netflix Films]] chairman [[Scott Stuber]] due to its length. Unwilling to ""lose all the character"", director [[Zack Snyder]] then decided to split the film into two parts, respectively titled ''[[Rebel Moon|A Child of Fire]]'' and ''[[Rebel Moon - Part Two: The Scargiver|The Scargiver]]''.<ref>{{cite web|last=Breznican|first=Anthony|url=https://www.vanityfair.com/hollywood/2023/06/zack-snyder-exclusive-first-look-rebel-moon|title=Zack Snyder Goes Galactic: Exclusive First Look at Rebel Moon|website=[[Vanity Fair (magazine)|Vanity Fair]]|date=6 June 2023|access-date=23 August 2023|archive-date=2 September 2023|archive-url=https://web.archive.org/web/20230902224952/https://www.vanityfair.com/hollywood/2023/06/zack-snyder-exclusive-first-look-rebel-moon|url-status=live}}</ref>",2024-03-24T04:27:45Z,"*''Rebel Moon'' was originally pitched as a singular film, which concerned [[Netflix|Netflix Films]] chairman [[Scott Stuber]] due to its length. Unwilling to ""lose all the character"", director [[Zack Snyder]] then decided to split the film into two parts, respectively titled ''[[Rebel Moon|A Child of Fire]]'' and ''[[Rebel Moon – Part Two: The Scargiver|The Scargiver]]''.<ref>{{cite web|last=Breznican|first=Anthony|url=https://www.vanityfair.com/hollywood/2023/06/zack-snyder-exclusive-first-look-rebel-moon|title=Zack Snyder Goes Galactic: Exclusive First Look at Rebel Moon|website=[[Vanity Fair (magazine)|Vanity Fair]]|date=6 June 2023|access-date=23 August 2023|archive-date=2 September 2023|archive-url=https://web.archive.org/web/20230902224952/https://www.vanityfair.com/hollywood/2023/06/zack-snyder-exclusive-first-look-rebel-moon|url-status=live}}</ref>",2024-03-28T05:48:37Z
1223449366,{{Short description|British boxer (born 1989)}} he is the Heavyweight champion of the world the Greatest in boxing and Fought Muhammad Ali in 1964 In A Match and Won the heavyweight champion of the world Anthony  Joshua ,2024-05-12T01:28:24Z,{{Short description|British boxer (born 1989)}},2024-05-12T06:01:27Z
1222327818,"Ricardo Jorge Mollo was born in the [[Pergamino]] neighbourhood of [[Buenos Aires, Argentina]] on 17 August, 1957, but moved to [[El Palomar]] early in his life. He is the younger brother of [[:es:Omar Mollo|Omar Mollo]], who would be later on a co-founder of the Argentine hard rock band [[:es:MAM (banda)|MAM]], and taught Mollo his first chords when they lived in El Palomar. ",2024-04-22T17:48:00Z,"Ricardo Jorge Mollo was born in the [[Pergamino]] neighbourhood of [[Buenos Aires, Argentina]] on 17 August, 1957, but moved to [[El Palomar, Buenos Aires|El Palomar]] early in his life. He is the younger brother of [[:es:Omar Mollo|Omar Mollo]], who would be later on a co-founder of the Argentine hard rock band [[:es:MAM (banda)|MAM]], and taught Mollo his first chords when they lived in El Palomar. ",2024-05-05T10:31:50Z
1224502810,,2024-05-18T20:10:21Z,"{{DEFAULTSORT:Carvalho, Luiz}}",2024-05-18T20:11:52Z
1224503026,"| ""[[There's No Business Like Show Business]]"" by [[Irving Berlin]]",2024-05-18T20:12:43Z,"| rowspan=""2"" |''N/A''",2024-05-18T20:13:10Z
1223323643,"'''Myth''' is a [[genre]] of [[folklore]] or [[theology]] consisting primarily of [[narrative]]s that play a fundamental role in a society, such as foundational tales or [[origin myth]]s. For folklorists, historians, philosophers or theologians this is very different from the vernacular usage of the term ""myth"" that simply refers to something that is not true. Instead, the truth value of a myth is not a defining criterion.<ref>Deretic, Irina. “Why are myths true: Plato on the veracity of myths.” Vestnik of Saint Petersburg University. Philosophy and Conflict Studies (2020): vol. 36, issue 3, pp. 441–451.</ref> ",2024-05-11T10:16:00Z,"'''Myth''' is a [[genre]] of [[folklore]] or [[theology]] consisting primarily of [[narrative]]s that play a fundamental role in a society, such as foundational tales or [[origin myth]]s. For scholars, this is very different from the vernacular usage of the term ""myth"" that simply refers to something that is not true. Instead, the truth value of a myth is not a defining criterion.<ref>Deretic, Irina. “Why are myths true: Plato on the veracity of myths.” Vestnik of Saint Petersburg University. Philosophy and Conflict Studies (2020): vol. 36, issue 3, pp. 441–451.</ref> ",2024-05-11T10:22:10Z
1224503028,{{short description|English footballer}},2023-07-07T15:07:47Z,{{short description|English footballer (born 1997)}},2024-05-18T20:13:10Z
1224389437,== Michael Robert Miller ==,2024-05-18T02:06:06Z,{{UserboxCOI|1=Michael Robert Miller}},2024-05-18T03:02:58Z
1224502989,"| producer      = [[Mustard (record producer)|Mustard]]<!-- Do not add any other producers without a reliable source, only Mustard is credited on Tidal and Spotify --> •[[Sounwave]]<ref>https://www.xxlmag.com/kendrick-lamar-lyrics-not-like-us/<ref>",2024-05-18T20:10:38Z,"| producer      = [[Mustard (record producer)|Mustard]]<!-- Do not add any other producers without a reliable source, only Mustard is credited on Tidal and Spotify --> •[[Sounwave]]<!-- <ref> url=https://www.xxlmag.com/kendrick-lamar-lyrics-not-like-us/ <ref>-->",2024-05-18T20:12:57Z
1149398818,{{WikiProject Germany}},2017-08-15T23:01:16Z,{{WikiProject Biathlon}},2023-04-12T00:16:49Z
1224337073,"The '''2025 FIFA Futsal Women's World Cup''' is the planned inaugural edition of the [[FIFA Futsal Women's World Cup]], an international [[futsal]] competition organized by [[FIFA]]. The inaugural edition is to be hosted in the [[Philippines]] in 2025.<ref name=""FIFA-2024-05-15a"">{{cite press release |date=May 15, 2024 |title=FIFA Council approves Women's International Match Calendar 2026-2029 |url=https://inside.fifa.com/about-fifa/organisation/fifa-council/media-releases/fifa-council-approves-womens-international-match-calendar-2026-2029 |publisher=[[FIFA]] |accessdate=May 15, 2024}}</ref><ref name=""FIFA-2024-05-15b"">{{cite news |date=May 15, 2024 |title=Everything you need to know about the FIFA Futsal Women's World Cup |url=https://www.fifa.com/fifaplus/en/news/articles/futsal-womens-world-cup-info-details |accessdate=May 15, 2024 |publisher=Reuters}}</ref><ref>{{cite news |last1=Terrado |first1=Reuben |date=15 May 2024 |title=Philippines to host first FIFA Futsal Women's World Cup in 2025 |url=https://www.spin.ph/football/philippines-to-host-first-fifa-futsal-women-s-world-cup-in-2025-a795-20240515 |access-date=15 May 2024 |work=Sports Interactive Network Philippines |language=en}}</ref>  This will be the first time the Philippines hosts a FIFA event, the second FIFA women's tournament in Southeast Asia since the [[2004 FIFA U-19 Women's World Championship]] in Thailand, and the second futsal World Cup in the region after the [[2012 FIFA Futsal World Cup|2012 FIFA Futsal World Cup.]] ",2024-05-17T17:55:37Z,"The '''2025 FIFA Futsal Women's World Cup''' is the planned inaugural edition of the [[FIFA Futsal Women's World Cup]], an international [[futsal]] competition organized by [[FIFA]]. The inaugural edition is to be hosted in the [[Philippines]] in 2025.<ref name=""FIFA-2024-05-15a"">{{cite press release |date=May 15, 2024 |title=FIFA Council approves Women's International Match Calendar 2026-2029 |url=https://inside.fifa.com/about-fifa/organisation/fifa-council/media-releases/fifa-council-approves-womens-international-match-calendar-2026-2029 |publisher=[[FIFA]] |accessdate=May 15, 2024}}</ref><ref name=""FIFA-2024-05-15b"">{{cite news |date=May 15, 2024 |title=Everything you need to know about the FIFA Futsal Women's World Cup |url=https://www.fifa.com/fifaplus/en/news/articles/futsal-womens-world-cup-info-details |accessdate=May 15, 2024 |publisher=Reuters}}</ref><ref>{{cite news |last1=Terrado |first1=Reuben |date=15 May 2024 |title=Philippines to host first FIFA Futsal Women's World Cup in 2025 |url=https://www.spin.ph/football/philippines-to-host-first-fifa-futsal-women-s-world-cup-in-2025-a795-20240515 |access-date=15 May 2024 |work=Sports Interactive Network Philippines |language=en}}</ref>  This will be the first time the Philippines hosts a FIFA event, the second FIFA women's tournament in Southeast Asia since the [[2004 FIFA U-19 Women's World Championship]] in Thailand, and the second futsal World Cup in the region after the [[2012 FIFA Futsal World Cup]]. ",2024-05-17T19:34:58Z
1223946933,"The first translation from German into English was completed by [[A. A. Brill]], a Freudian psychoanalyst. Years later, an authorized translation by [[James Strachey]] was published. A new translation of the first edition by [[Joyce Crick]] was published in 1999. The most recent English translation by J. A. Underwood is titled “Interpreting Dreams” and was published in 2006.{{cn|date=June 2023}}",2024-05-08T07:06:45Z,"The first translation from German into English was completed by [[A. A. Brill]], a Freudian psychoanalyst. Years later, an authorized translation by [[James Strachey]] was published. A new translation of the first edition by [[Joyce Crick]] was published in 1999. The most recent English translation by J. A. Underwood is titled “Interpreting Dreams” and was published in 2006.<ref>{{Cite book |last=Freud |first=Sigmund |url=https://www.penguin.co.uk/books/57434/interpreting-dreams-by-sigmund-freud-trans-jim-underwood-intro-john-forrester/9780141187082 |title=Interpreting Dreams |date=2006-09-07 |language=en}}</ref>",2024-05-15T09:40:25Z
